id_client;sexe;age;enfant_conduite_accompagne;nombre_enfants;revenus;valeur_residence_prin;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande;formule;tarif_devis
1000454;F;82;Non;Non;150k - 200k;0 - 100k;Private;Sports Car;8;20.0;Highly Urban/ Urban;10/05/2022 08:42;dev_integral;300 - 400
1000455;M;79;Non;Oui;75k - 100k;200k - 300k;Commercial;Panel Truck;0;1.0;z_Highly Rural/ Rural;02/03/2022 15:25;dev_integral;300 - 400
1000456;F;48;Non;Oui;75k - 100k;Non renseigné;Private;Minivan;2;18.0;Highly Urban/ Urban;30/01/2022 12:21;dev_express;200 - 300
1000457;F;53;Non;Non;Non renseigné;100k - 200k;Private;z_SUV;0;25.0;Highly Urban/ Urban;14/04/2022 07:57;dev_integral;200 - 300
1000458;M;29;Non;Oui;100k - 150k;0 - 100k;Commercial;Panel Truck;0;19.0;Highly Urban/ Urban;29/05/2022 01:33;dev_integral;300 - 400
1000459;M;5;Non;Oui;25k - 50k;100k - 200k;Private;Pickup;0;17.0;Highly Urban/ Urban;24/05/2022 02:16;dev_express;200 - 300
1000460;F;52;Non;Non;50k - 75k;200k - 300k;Commercial;Pickup;2;11.0;z_Highly Rural/ Rural;27/01/2022 13:08;dev_integral;300 - 400
1000461;F;57;Non;Non;50k - 75k;200k - 300k;Private;Van;3;13.0;Highly Urban/ Urban;07/05/2022 12:43;dev_express;200 - 300
1000462;M;72;Non;Oui;25k - 50k;100k - 200k;Commercial;z_SUV;0;8.0;z_Highly Rural/ Rural;06/03/2022 05:37;dev_premium;400 - 500
1000463;M;19;Non;Oui;25k - 50k;0 - 100k;Commercial;z_SUV;1;5.0;Highly Urban/ Urban;06/05/2022 19:28;dev_express;200 - 300
1000464;F;54;Non;Oui;50k - 75k;0 - 100k;Private;Minivan;0;1.0;z_Highly Rural/ Rural;23/01/2022 05:32;dev_premium;500 - 600
1000465;M;24;Non;Oui;0 - 10k;Non renseigné;Commercial;z_SUV;3;1.0;Highly Urban/ Urban;21/01/2022 14:17;dev_integral;200 - 300
1000466;M;62;Non;Oui;Non renseigné;0 - 100k;Private;Minivan;1;;Highly Urban/ Urban;24/05/2022 23:51;dev_integral;300 - 400
1000467;F;40;Non;Oui;25k - 50k;100k - 200k;Private;Minivan;4;8.0;z_Highly Rural/ Rural;23/04/2022 17:43;dev_integral;200 - 300
1000468;F;62;Non;Non;100k - 150k;300k - 400k;Private;z_SUV;0;9.0;Highly Urban/ Urban;19/02/2022 18:27;dev_express;200 - 300
1000469;F;68;Non;Non;25k - 50k;0 - 100k;Private;Minivan;0;7.0;z_Highly Rural/ Rural;10/01/2022 09:54;dev_express;200 - 300
1000470;M;9;Non;Oui;25k - 50k;0 - 100k;Private;Sports Car;0;13.0;Highly Urban/ Urban;26/02/2022 17:17;dev_premium;400 - 500
1000471;F;34;Oui;Oui;0 - 10k;0 - 100k;Private;z_SUV;0;10.0;Highly Urban/ Urban;03/01/2022 08:13;dev_express;200 - 300
1000472;M;60;Non;Non;Non renseigné;100k - 200k;Private;Minivan;0;;Highly Urban/ Urban;27/01/2022 16:05;dev_integral;300 - 400
1000473;M;85;Non;Non;25k - 50k;Non renseigné;Commercial;Panel Truck;2;8.0;z_Highly Rural/ Rural;26/05/2022 01:19;dev_integral;300 - 400
1000474;F;49;Non;Oui;0 - 10k;0 - 100k;Private;Minivan;3;1.0;Highly Urban/ Urban;07/03/2022 14:13;dev_integral;300 - 400
1000475;F;50;Non;Non;25k - 50k;0 - 100k;Private;z_SUV;3;;Highly Urban/ Urban;16/04/2022 20:05;dev_express;200 - 300
1000476;M;44;Non;Oui;25k - 50k;100k - 200k;Private;z_SUV;3;6.0;Highly Urban/ Urban;23/05/2022 01:28;dev_express;200 - 300
1000477;F;68;Non;Oui;25k - 50k;100k - 200k;Private;z_SUV;0;11.0;Highly Urban/ Urban;08/01/2022 06:18;dev_premium;400 - 500
1000478;M;21;Non;Oui;50k - 75k;200k - 300k;Private;Minivan;0;21.0;Highly Urban/ Urban;29/05/2022 04:55;dev_integral;300 - 400
1000479;M;71;Oui;Oui;25k - 50k;100k - 200k;Private;Minivan;1;8.0;Highly Urban/ Urban;10/01/2022 03:39;dev_integral;300 - 400
1000480;F;56;Non;Non;75k - 100k;200k - 300k;Private;Minivan;0;;Highly Urban/ Urban;18/04/2022 14:58;dev_integral;300 - 400
1000481;M;11;Non;Oui;150k - 200k;300k - 400k;Private;Minivan;1;18.0;Highly Urban/ Urban;16/01/2022 03:51;dev_express;200 - 300
1000482;M;77;Non;Non;50k - 75k;100k - 200k;Commercial;Van;2;7.0;Highly Urban/ Urban;02/01/2022 13:57;dev_express;200 - 300
1000483;M;68;Non;Non;100k - 150k;0 - 100k;Commercial;Van;3;16.0;Highly Urban/ Urban;18/03/2022 04:49;dev_integral;300 - 400
1000484;M;74;Non;Non;100k - 150k;400k - 500k;Private;Sports Car;0;14.0;Highly Urban/ Urban;19/01/2022 09:26;dev_premium;400 - 500
1000485;M;11;Non;Oui;75k - 100k;100k - 200k;Commercial;z_SUV;0;11.0;Highly Urban/ Urban;06/05/2022 19:13;dev_integral;200 - 300
1000486;F;66;Non;Oui;25k - 50k;100k - 200k;Commercial;z_SUV;3;4.0;Highly Urban/ Urban;27/04/2022 00:03;dev_express;200 - 300
1000487;M;13;Non;Non;100k - 150k;0 - 100k;Private;Minivan;4;19.0;Highly Urban/ Urban;16/02/2022 20:52;dev_express;200 - 300
1000488;F;89;Non;Non;Non renseigné;100k - 200k;Private;Pickup;0;14.0;Highly Urban/ Urban;06/03/2022 03:04;dev_integral;200 - 300
1000489;M;40;Non;Non;25k - 50k;0 - 100k;Private;z_SUV;0;5.0;z_Highly Rural/ Rural;07/01/2022 02:54;dev_express;200 - 300
1000490;M;72;Non;Oui;100k - 150k;0 - 100k;Private;Minivan;0;16.0;Highly Urban/ Urban;23/02/2022 11:01;dev_express;200 - 300
1000491;F;42;Oui;Oui;100k - 150k;300k - 400k;Private;z_SUV;0;12.0;Highly Urban/ Urban;11/04/2022 10:47;dev_integral;200 - 300
1000492;F;38;Non;Non;Non renseigné;300k - 400k;Private;Sports Car;1;15.0;Highly Urban/ Urban;16/03/2022 21:12;dev_integral;300 - 400
1000493;F;43;Non;Non;0 - 10k;0 - 100k;Commercial;Minivan;2;11.0;Highly Urban/ Urban;13/05/2022 08:26;dev_express;200 - 300
1000494;M;48;Non;Non;100k - 150k;300k - 400k;Commercial;Panel Truck;1;7.0;Highly Urban/ Urban;08/01/2022 21:15;dev_express;200 - 300
1000495;F;72;Non;Non;100k - 150k;300k - 400k;Private;Van;0;3.0;Highly Urban/ Urban;13/03/2022 10:59;dev_express;200 - 300
1000496;M;77;Non;Non;25k - 50k;100k - 200k;Commercial;Pickup;3;8.0;Highly Urban/ Urban;05/01/2022 22:40;dev_express;200 - 300
1000497;F;38;Oui;Oui;50k - 75k;100k - 200k;Commercial;Pickup;1;8.0;Highly Urban/ Urban;17/02/2022 01:45;dev_premium;400 - 500
1000498;M;91;Non;Non;0 - 10k;0 - 100k;Private;z_SUV;0;16.0;z_Highly Rural/ Rural;14/04/2022 05:13;dev_premium;300 - 400
1000499;M;78;Non;Non;0 - 10k;100k - 200k;Private;z_SUV;2;10.0;Highly Urban/ Urban;10/02/2022 01:05;dev_express;200 - 300
1000500;M;71;Oui;Oui;75k - 100k;0 - 100k;Commercial;Minivan;0;9.0;z_Highly Rural/ Rural;17/04/2022 21:45;dev_integral;200 - 300
1000501;F;14;Non;Non;Non renseigné;200k - 300k;Commercial;Sports Car;7;1.0;Highly Urban/ Urban;15/02/2022 14:51;dev_integral;300 - 400
1000502;M;4;Non;Non;100k - 150k;Non renseigné;Commercial;Panel Truck;0;5.0;Highly Urban/ Urban;07/04/2022 15:44;dev_integral;300 - 400
1000503;M;88;Non;Oui;0 - 10k;0 - 100k;Private;z_SUV;8;5.0;Highly Urban/ Urban;11/01/2022 21:36;dev_express;200 - 300
1000504;M;64;Non;Non;200k +;0 - 100k;Commercial;Panel Truck;0;16.0;Highly Urban/ Urban;29/01/2022 06:11;dev_express;200 - 300
1000505;M;59;Non;Non;200k +;0 - 100k;Commercial;Panel Truck;5;19.0;Highly Urban/ Urban;27/01/2022 10:26;dev_express;200 - 300
1000506;F;4;Non;Oui;50k - 75k;0 - 100k;Private;Minivan;0;7.0;Highly Urban/ Urban;09/04/2022 17:13;dev_integral;200 - 300
1000507;F;21;Non;Oui;75k - 100k;200k - 300k;Commercial;z_SUV;0;8.0;Highly Urban/ Urban;04/02/2022 22:31;dev_integral;200 - 300
1000508;M;10;Non;Oui;75k - 100k;200k - 300k;Private;Minivan;2;9.0;Highly Urban/ Urban;13/04/2022 19:59;dev_premium;300 - 400
1000509;M;39;Non;Non;Non renseigné;200k - 300k;Commercial;Van;1;14.0;Highly Urban/ Urban;01/03/2022 04:29;dev_premium;300 - 400
1000510;F;62;Non;Non;0 - 10k;0 - 100k;Private;z_SUV;0;1.0;Highly Urban/ Urban;13/02/2022 11:48;dev_premium;300 - 400
1000511;M;64;Non;Oui;25k - 50k;100k - 200k;Commercial;Van;2;1.0;Highly Urban/ Urban;27/03/2022 04:34;dev_integral;300 - 400
1000512;M;49;Non;Non;100k - 150k;200k - 300k;Private;Sports Car;0;14.0;Highly Urban/ Urban;26/03/2022 22:33;dev_express;200 - 300
1000513;F;81;Non;Non;75k - 100k;300k - 400k;Private;Pickup;0;;Highly Urban/ Urban;05/04/2022 17:32;dev_premium;400 - 500
1000514;F;9;Non;Non;0 - 10k;0 - 100k;Private;z_SUV;2;16.0;z_Highly Rural/ Rural;23/01/2022 22:34;dev_premium;400 - 500
1000515;M;76;Non;Non;75k - 100k;0 - 100k;Commercial;Pickup;0;16.0;Highly Urban/ Urban;14/02/2022 23:26;dev_integral;200 - 300
1000516;F;55;Non;Non;25k - 50k;100k - 200k;Private;Pickup;0;;Highly Urban/ Urban;31/03/2022 03:07;dev_express;200 - 300
1000517;M;51;Non;Non;0 - 10k;0 - 100k;Private;Pickup;1;1.0;Highly Urban/ Urban;11/05/2022 06:47;dev_integral;300 - 400
1000518;F;38;Non;Oui;0 - 10k;0 - 100k;Private;z_SUV;7;1.0;Highly Urban/ Urban;24/03/2022 15:19;dev_integral;300 - 400
1000519;M;73;Non;Non;0 - 10k;100k - 200k;Private;Pickup;6;1.0;Highly Urban/ Urban;29/03/2022 12:51;dev_express;200 - 300
1000520;F;36;Non;Oui;Non renseigné;0 - 100k;Commercial;Panel Truck;0;1.0;Highly Urban/ Urban;02/01/2022 23:38;dev_integral;300 - 400
1000521;M;69;Oui;Oui;25k - 50k;100k - 200k;Commercial;Pickup;5;1.0;Highly Urban/ Urban;29/05/2022 03:14;dev_integral;300 - 400
1000522;M;16;Non;Non;75k - 100k;0 - 100k;Private;Van;11;16.0;Highly Urban/ Urban;18/04/2022 23:11;dev_integral;300 - 400
1000523;M;66;Non;Non;10k - 25k;100k - 200k;Private;Minivan;2;1.0;z_Highly Rural/ Rural;17/04/2022 11:37;dev_integral;300 - 400
1000524;M;83;Non;Non;75k - 100k;Non renseigné;Commercial;Minivan;6;7.0;Highly Urban/ Urban;08/03/2022 08:49;dev_integral;300 - 400
1000525;F;89;Non;Non;75k - 100k;Non renseigné;Private;Sports Car;0;12.0;Highly Urban/ Urban;28/04/2022 19:59;dev_express;200 - 300
1000526;M;47;Non;Non;75k - 100k;0 - 100k;Commercial;z_SUV;1;7.0;z_Highly Rural/ Rural;05/04/2022 14:33;dev_premium;400 - 500
1000527;M;42;Oui;Oui;10k - 25k;100k - 200k;Commercial;Minivan;0;5.0;Highly Urban/ Urban;30/03/2022 17:39;dev_premium;500 - 600
1000528;F;58;Non;Non;50k - 75k;200k - 300k;Private;Minivan;2;1.0;Highly Urban/ Urban;09/04/2022 15:27;dev_integral;300 - 400
1000529;F;63;Non;Non;100k - 150k;300k - 400k;Commercial;Panel Truck;6;18.0;Highly Urban/ Urban;06/05/2022 19:05;dev_express;200 - 300
1000530;F;71;Oui;Oui;25k - 50k;100k - 200k;Private;z_SUV;4;11.0;z_Highly Rural/ Rural;29/04/2022 01:23;dev_integral;300 - 400
1000531;F;48;Non;Non;25k - 50k;100k - 200k;Commercial;z_SUV;3;1.0;Highly Urban/ Urban;03/01/2022 09:08;dev_express;200 - 300
1000532;M;20;Non;Non;50k - 75k;200k - 300k;Commercial;Panel Truck;1;4.0;z_Highly Rural/ Rural;09/05/2022 02:38;dev_vip;900 - 1000
1000533;F;92;Non;Non;Non renseigné;100k - 200k;Commercial;Pickup;0;17.0;Highly Urban/ Urban;22/01/2022 15:35;dev_integral;200 - 300
1000534;F;9;Non;Non;25k - 50k;100k - 200k;Private;Minivan;0;15.0;Highly Urban/ Urban;29/04/2022 09:35;dev_express;200 - 300
1000535;F;72;Non;Non;50k - 75k;100k - 200k;Commercial;Panel Truck;5;;Highly Urban/ Urban;24/02/2022 09:29;dev_integral;300 - 400
1000536;F;57;Non;Non;0 - 10k;0 - 100k;Commercial;Pickup;0;1.0;Highly Urban/ Urban;01/04/2022 04:04;dev_express;200 - 300
1000537;F;82;Non;Non;75k - 100k;0 - 100k;Commercial;Pickup;3;13.0;Highly Urban/ Urban;12/02/2022 03:31;dev_express;200 - 300
1000538;F;58;Non;Oui;25k - 50k;200k - 300k;Private;Van;0;12.0;Highly Urban/ Urban;19/04/2022 19:52;dev_integral;300 - 400
1000539;M;78;Non;Oui;0 - 10k;Non renseigné;Commercial;z_SUV;2;6.0;Highly Urban/ Urban;06/02/2022 22:10;dev_premium;400 - 500
1000540;F;59;Non;Oui;0 - 10k;0 - 100k;Private;Sports Car;0;9.0;Highly Urban/ Urban;07/01/2022 04:46;dev_integral;200 - 300
1000541;F;29;Non;Non;0 - 10k;0 - 100k;Commercial;Pickup;0;1.0;Highly Urban/ Urban;19/03/2022 01:46;dev_premium;300 - 400
1000542;F;72;Non;Non;Non renseigné;300k - 400k;Private;Pickup;0;;Highly Urban/ Urban;10/03/2022 21:24;dev_integral;300 - 400
1000543;F;49;Non;Non;25k - 50k;100k - 200k;Commercial;Pickup;0;19.0;Highly Urban/ Urban;08/05/2022 21:30;dev_integral;300 - 400
1000544;F;87;Non;Oui;50k - 75k;100k - 200k;Commercial;z_SUV;0;7.0;Highly Urban/ Urban;09/03/2022 21:30;dev_express;200 - 300
1000545;M;72;Non;Non;0 - 10k;100k - 200k;Private;z_SUV;2;15.0;Highly Urban/ Urban;20/04/2022 18:29;dev_express;200 - 300
1000546;F;80;Non;Non;100k - 150k;0 - 100k;Commercial;Pickup;3;1.0;Highly Urban/ Urban;05/04/2022 00:30;dev_integral;300 - 400
1000547;M;48;Non;Oui;75k - 100k;200k - 300k;Private;z_SUV;4;9.0;Highly Urban/ Urban;20/05/2022 14:23;dev_integral;200 - 300
1000548;M;64;Non;Oui;0 - 10k;100k - 200k;Private;z_SUV;1;6.0;Highly Urban/ Urban;03/03/2022 09:25;dev_integral;200 - 300
1000549;F;69;Oui;Oui;10k - 25k;100k - 200k;Private;z_SUV;2;1.0;Highly Urban/ Urban;12/03/2022 08:44;dev_express;200 - 300
1000550;F;82;Non;Oui;50k - 75k;0 - 100k;Private;Sports Car;0;12.0;Highly Urban/ Urban;06/01/2022 12:56;dev_express;200 - 300
1000551;M;27;Non;Non;Non renseigné;200k - 300k;Commercial;Pickup;7;4.0;Highly Urban/ Urban;17/01/2022 08:56;dev_express;200 - 300
1000552;F;91;Non;Oui;10k - 25k;0 - 100k;Private;z_SUV;1;8.0;Highly Urban/ Urban;04/03/2022 00:51;dev_integral;300 - 400
1000553;F;52;Non;Non;100k - 150k;300k - 400k;Private;z_SUV;0;20.0;Highly Urban/ Urban;28/02/2022 08:01;dev_premium;400 - 500
1000554;M;38;Non;Non;50k - 75k;0 - 100k;Commercial;Van;0;4.0;Highly Urban/ Urban;22/03/2022 17:53;dev_express;200 - 300
1000555;F;24;Non;Oui;25k - 50k;100k - 200k;Commercial;Minivan;0;10.0;Highly Urban/ Urban;09/05/2022 14:13;dev_express;200 - 300
1000556;F;35;Non;Non;75k - 100k;200k - 300k;Commercial;Pickup;0;;Highly Urban/ Urban;11/03/2022 14:38;dev_integral;200 - 300
1000557;F;51;Non;Non;75k - 100k;0 - 100k;Commercial;Van;5;1.0;Highly Urban/ Urban;19/02/2022 23:44;dev_integral;300 - 400
1000558;F;36;Non;Oui;0 - 10k;100k - 200k;Private;Sports Car;2;8.0;Highly Urban/ Urban;28/04/2022 20:05;dev_premium;400 - 500
1000559;M;27;Non;Non;150k - 200k;400k - 500k;Private;Pickup;0;1.0;Highly Urban/ Urban;01/03/2022 15:58;dev_integral;200 - 300
1000560;M;36;Oui;Oui;75k - 100k;300k - 400k;Private;Minivan;1;1.0;Highly Urban/ Urban;17/01/2022 02:58;dev_integral;200 - 300
1000561;M;58;Non;Non;10k - 25k;100k - 200k;Private;z_SUV;0;9.0;z_Highly Rural/ Rural;12/03/2022 07:57;dev_premium;300 - 400
1000562;M;47;Non;Non;75k - 100k;200k - 300k;Private;Sports Car;1;5.0;Highly Urban/ Urban;14/04/2022 03:21;dev_express;200 - 300
1000563;M;33;Non;Non;75k - 100k;200k - 300k;Commercial;Panel Truck;0;12.0;Highly Urban/ Urban;17/02/2022 11:06;dev_express;200 - 300
1000564;F;58;Non;Non;50k - 75k;100k - 200k;Private;Minivan;2;11.0;Highly Urban/ Urban;19/04/2022 19:04;dev_integral;200 - 300
1000565;M;74;Oui;Oui;10k - 25k;100k - 200k;Commercial;Pickup;0;5.0;z_Highly Rural/ Rural;18/05/2022 10:53;dev_integral;200 - 300
1000566;M;86;Non;Non;50k - 75k;200k - 300k;Commercial;Pickup;1;12.0;z_Highly Rural/ Rural;13/03/2022 05:28;dev_express;200 - 300
1000567;F;1;Oui;Oui;200k +;0 - 100k;Commercial;Van;0;;Highly Urban/ Urban;11/05/2022 14:01;dev_express;200 - 300
1000568;F;11;Non;Non;75k - 100k;0 - 100k;Commercial;Panel Truck;1;;Highly Urban/ Urban;11/01/2022 02:15;dev_premium;400 - 500
1000569;F;19;Non;Non;10k - 25k;100k - 200k;Private;z_SUV;2;6.0;Highly Urban/ Urban;09/05/2022 11:12;dev_integral;300 - 400
1000570;F;56;Oui;Oui;10k - 25k;100k - 200k;Commercial;Minivan;6;1.0;Highly Urban/ Urban;04/01/2022 12:36;dev_integral;300 - 400
1000571;F;55;Non;Oui;10k - 25k;0 - 100k;Private;z_SUV;7;6.0;Highly Urban/ Urban;30/05/2022 20:12;dev_express;200 - 300
1000572;M;27;Non;Non;75k - 100k;0 - 100k;Private;Minivan;1;9.0;Highly Urban/ Urban;06/03/2022 00:29;dev_express;200 - 300
1000573;M;22;Non;Oui;25k - 50k;100k - 200k;Private;z_SUV;7;4.0;Highly Urban/ Urban;19/01/2022 12:12;dev_premium;400 - 500
1000574;F;5;Non;Oui;50k - 75k;200k - 300k;Private;Pickup;2;9.0;Highly Urban/ Urban;20/04/2022 02:39;dev_integral;300 - 400
1000575;M;56;Non;Non;0 - 10k;0 - 100k;Private;z_SUV;1;1.0;Highly Urban/ Urban;24/05/2022 17:45;dev_express;200 - 300
1000576;F;21;Non;Oui;0 - 10k;0 - 100k;Private;z_SUV;8;1.0;Highly Urban/ Urban;26/03/2022 13:13;dev_express;200 - 300
1000577;F;76;Non;Non;10k - 25k;0 - 100k;Private;z_SUV;1;8.0;Highly Urban/ Urban;23/03/2022 14:10;dev_integral;300 - 400
1000578;M;28;Non;Non;100k - 150k;0 - 100k;Commercial;Panel Truck;0;18.0;Highly Urban/ Urban;12/04/2022 00:22;dev_integral;200 - 300
1000579;M;29;Non;Non;150k - 200k;300k - 400k;Private;Minivan;0;11.0;Highly Urban/ Urban;15/04/2022 13:43;dev_integral;300 - 400
1000580;F;68;Non;Non;50k - 75k;100k - 200k;Commercial;Pickup;1;6.0;Highly Urban/ Urban;20/04/2022 01:02;dev_express;200 - 300
1000581;F;70;Non;Non;10k - 25k;0 - 100k;Private;z_SUV;0;1.0;z_Highly Rural/ Rural;02/05/2022 23:12;dev_integral;300 - 400
1000582;F;67;Non;Oui;10k - 25k;Non renseigné;Private;Van;6;1.0;Highly Urban/ Urban;21/05/2022 08:38;dev_express;200 - 300
1000583;F;24;Non;Oui;50k - 75k;0 - 100k;Private;z_SUV;0;;Highly Urban/ Urban;01/03/2022 18:29;dev_express;200 - 300
1000584;F;52;Oui;Oui;50k - 75k;200k - 300k;Private;Minivan;3;7.0;Highly Urban/ Urban;10/05/2022 11:14;dev_premium;400 - 500
1000585;F;71;Non;Non;100k - 150k;300k - 400k;Private;Sports Car;1;10.0;Highly Urban/ Urban;06/03/2022 05:10;dev_integral;300 - 400
1000586;F;3;Non;Non;10k - 25k;100k - 200k;Private;Minivan;0;1.0;z_Highly Rural/ Rural;26/05/2022 01:21;dev_integral;200 - 300
1000587;F;21;Oui;Oui;25k - 50k;100k - 200k;Private;Sports Car;1;1.0;Highly Urban/ Urban;25/04/2022 09:36;dev_integral;200 - 300
1000588;M;60;Non;Non;25k - 50k;100k - 200k;Commercial;z_SUV;0;1.0;z_Highly Rural/ Rural;29/05/2022 19:59;dev_premium;300 - 400
1000589;M;8;Non;Oui;25k - 50k;100k - 200k;Private;Sports Car;5;10.0;Highly Urban/ Urban;03/02/2022 15:04;dev_express;200 - 300
1000590;M;28;Non;Oui;25k - 50k;0 - 100k;Commercial;Minivan;0;8.0;Highly Urban/ Urban;16/05/2022 00:02;dev_express;200 - 300
1000591;F;58;Oui;Oui;50k - 75k;200k - 300k;Private;z_SUV;1;10.0;Highly Urban/ Urban;15/05/2022 09:25;dev_express;200 - 300
1000592;M;73;Non;Oui;50k - 75k;100k - 200k;Private;z_SUV;2;6.0;Highly Urban/ Urban;28/05/2022 03:24;dev_express;200 - 300
1000593;F;75;Non;Non;10k - 25k;0 - 100k;Commercial;Pickup;2;11.0;z_Highly Rural/ Rural;27/03/2022 17:26;dev_integral;200 - 300
1000594;M;49;Non;Non;25k - 50k;100k - 200k;Private;z_SUV;4;1.0;Highly Urban/ Urban;03/02/2022 09:48;dev_integral;300 - 400
1000595;F;8;Non;Non;100k - 150k;300k - 400k;Commercial;Panel Truck;4;8.0;Highly Urban/ Urban;06/05/2022 15:53;dev_premium;500 - 600
1000596;F;20;Non;Non;25k - 50k;100k - 200k;Private;Minivan;3;;z_Highly Rural/ Rural;12/05/2022 06:56;dev_premium;300 - 400
1000597;F;72;Non;Non;75k - 100k;200k - 300k;Commercial;Van;1;13.0;Highly Urban/ Urban;15/01/2022 18:39;dev_integral;200 - 300
1000598;M;13;Oui;Oui;10k - 25k;100k - 200k;Commercial;Pickup;1;1.0;Highly Urban/ Urban;24/01/2022 13:18;dev_integral;300 - 400
1000599;M;48;Non;Non;150k - 200k;0 - 100k;Private;Pickup;0;19.0;Highly Urban/ Urban;17/03/2022 06:56;dev_integral;300 - 400
1000600;M;91;Non;Non;0 - 10k;Non renseigné;Private;z_SUV;1;9.0;z_Highly Rural/ Rural;29/03/2022 02:50;dev_integral;300 - 400
1000601;M;19;Non;Non;50k - 75k;0 - 100k;Private;Pickup;0;;Highly Urban/ Urban;10/05/2022 07:12;dev_express;200 - 300
1000602;F;60;Non;Non;100k - 150k;0 - 100k;Private;Minivan;0;15.0;Highly Urban/ Urban;14/03/2022 05:41;dev_express;200 - 300
1000603;F;74;Non;Non;25k - 50k;100k - 200k;Private;Pickup;0;10.0;z_Highly Rural/ Rural;31/05/2022 13:57;dev_premium;500 - 600
1000604;F;6;Non;Non;100k - 150k;400k - 500k;Private;z_SUV;0;7.0;Highly Urban/ Urban;10/05/2022 23:39;dev_integral;300 - 400
1000605;F;58;Non;Oui;25k - 50k;100k - 200k;Commercial;Pickup;0;1.0;Highly Urban/ Urban;14/05/2022 00:58;dev_express;200 - 300
1000606;F;85;Non;Non;100k - 150k;0 - 100k;Commercial;Van;2;12.0;Highly Urban/ Urban;07/05/2022 14:05;dev_express;200 - 300
1000607;F;53;Non;Non;50k - 75k;0 - 100k;Private;Pickup;1;1.0;z_Highly Rural/ Rural;17/05/2022 22:41;dev_integral;300 - 400
1000608;M;52;Non;Non;0 - 10k;0 - 100k;Commercial;Minivan;0;8.0;Highly Urban/ Urban;17/03/2022 06:05;dev_integral;200 - 300
1000609;F;44;Non;Non;100k - 150k;0 - 100k;Commercial;Van;3;10.0;Highly Urban/ Urban;15/03/2022 03:25;dev_premium;400 - 500
1000610;F;52;Non;Non;100k - 150k;0 - 100k;Private;Minivan;0;13.0;Highly Urban/ Urban;30/03/2022 17:24;dev_express;200 - 300
1000611;F;58;Non;Non;75k - 100k;200k - 300k;Private;z_SUV;0;1.0;Highly Urban/ Urban;21/01/2022 20:42;dev_express;200 - 300
1000612;M;62;Non;Oui;0 - 10k;0 - 100k;Commercial;z_SUV;2;1.0;Highly Urban/ Urban;18/01/2022 19:29;dev_express;200 - 300
1000613;F;18;Non;Non;0 - 10k;Non renseigné;Commercial;Minivan;1;17.0;Highly Urban/ Urban;19/04/2022 21:43;dev_integral;200 - 300
1000614;M;57;Non;Non;25k - 50k;100k - 200k;Commercial;Pickup;0;7.0;z_Highly Rural/ Rural;18/05/2022 13:33;dev_premium;300 - 400
1000615;M;56;Non;Non;75k - 100k;200k - 300k;Private;Minivan;0;21.0;Highly Urban/ Urban;04/04/2022 15:50;dev_express;200 - 300
1000616;M;55;Non;Oui;100k - 150k;300k - 400k;Private;Minivan;0;8.0;Highly Urban/ Urban;25/03/2022 07:11;dev_integral;300 - 400
1000617;F;61;Non;Oui;75k - 100k;200k - 300k;Commercial;Minivan;7;1.0;Highly Urban/ Urban;23/03/2022 12:28;dev_integral;200 - 300
1000618;F;33;Non;Non;100k - 150k;200k - 300k;Commercial;Panel Truck;0;11.0;Highly Urban/ Urban;25/03/2022 13:33;dev_express;200 - 300
1000619;M;29;Non;Non;Non renseigné;0 - 100k;Private;Minivan;0;22.0;Highly Urban/ Urban;23/02/2022 20:23;dev_integral;300 - 400
1000620;F;82;Non;Non;100k - 150k;300k - 400k;Commercial;z_SUV;4;10.0;Highly Urban/ Urban;08/04/2022 12:44;dev_premium;500 - 600
1000621;M;69;Non;Non;25k - 50k;0 - 100k;Private;Minivan;0;;Highly Urban/ Urban;25/02/2022 05:54;dev_integral;300 - 400
1000622;F;67;Non;Non;25k - 50k;200k - 300k;Private;z_SUV;2;8.0;Highly Urban/ Urban;07/02/2022 00:44;dev_integral;200 - 300
1000623;M;4;Oui;Oui;0 - 10k;0 - 100k;Commercial;Minivan;0;4.0;z_Highly Rural/ Rural;01/04/2022 01:13;dev_integral;300 - 400
1000624;M;16;Non;Non;100k - 150k;300k - 400k;Private;Minivan;3;;Highly Urban/ Urban;25/05/2022 18:59;dev_express;200 - 300
1000625;F;80;Non;Non;25k - 50k;Non renseigné;Private;z_SUV;5;7.0;Highly Urban/ Urban;21/04/2022 16:29;dev_express;200 - 300
1000626;F;59;Non;Non;10k - 25k;100k - 200k;Private;Minivan;0;1.0;Highly Urban/ Urban;31/05/2022 05:19;dev_premium;300 - 400
1000627;M;32;Non;Non;Non renseigné;200k - 300k;Commercial;Pickup;0;1.0;Highly Urban/ Urban;19/02/2022 08:11;dev_express;200 - 300
1000628;F;60;Oui;Oui;25k - 50k;100k - 200k;Private;z_SUV;9;6.0;Highly Urban/ Urban;23/05/2022 14:29;dev_integral;300 - 400
1000629;M;84;Non;Oui;75k - 100k;200k - 300k;Commercial;Pickup;0;4.0;z_Highly Rural/ Rural;24/02/2022 11:57;dev_integral;300 - 400
1000630;M;82;Non;Oui;50k - 75k;100k - 200k;Private;Sports Car;0;;Highly Urban/ Urban;28/05/2022 16:47;dev_express;200 - 300
